protein,ligand,status,num_poses,best_affinity_kcal,elapsed_time_s,output_dir
Orai1WT-MDSnap-Fr499_cleaned,347_ideal,success,10,-6.8,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,34W_ideal,success,10,-7.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,385_ideal,success,10,-7.2,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,38P_ideal,success,10,-7.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,3B9_ideal,success,10,-9.0,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,3CB_ideal,success,10,-7.3,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,3H4_ideal,success,10,-6.9,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,3HC_ideal,success,10,-6.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,3IN_ideal,success,10,-7.2,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,3N6_ideal,success,10,-8.5,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,3PC_ideal,success,10,-5.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,3ZC_ideal,success,10,-8.3,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,442_ideal,success,10,-6.0,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,46U_ideal,success,10,-8.3,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,4CA_ideal,success,10,-6.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,4CC_ideal,success,10,-7.8,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,4CO_ideal,success,10,-6.3,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,4EA_ideal,success,10,-7.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,4HD_ideal,success,10,-7.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,4IF_ideal,success,10,-4.8,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,4UH_ideal,success,10,-8.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,50U_ideal,success,10,-8.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,54J_ideal,success,10,-8.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,570_ideal,success,10,-8.7,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,587_ideal,success,10,-7.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,59U_ideal,success,10,-9.0,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,5CB_ideal,success,10,-9.2,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,5D5_ideal,success,10,-8.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,5FA_ideal,success,10,-7.5,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,5MV_ideal,success,10,-8.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,5PI_ideal,success,10,-8.0,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,5X6_ideal,success,10,-9.9,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,5YM_ideal,success,10,-5.3,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,626_ideal,success,10,-8.9,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,63J_ideal,success,10,-8.9,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,63K_ideal,success,10,-9.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,65C_ideal,success,10,-7.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,66T_ideal,success,10,-8.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,6E2_ideal,success,10,-7.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,6EJ_ideal,success,10,-9.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,6F6_ideal,success,10,-5.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,6FA_ideal,success,10,-6.8,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,6GY_ideal,success,10,-8.2,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,6K9_ideal,success,10,-6.9,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,6SA_ideal,success,10,-7.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,6ZV_ideal,success,10,-8.5,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,710_ideal,success,10,-8.0,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,711_ideal,success,10,-10.7,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,740_ideal,success,10,-9.0,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,742_ideal,success,10,-5.2,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,74T_ideal,success,10,-8.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,7AK_ideal,success,10,-6.8,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,7I4_ideal,success,10,-8.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,7IX_ideal,success,10,-9.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,7RU_ideal,success,10,-6.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,7T1_ideal,success,10,-8.5,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,7TB_ideal,success,10,-7.0,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,7X1_ideal,success,10,-7.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,7Y5_ideal,success,10,-7.7,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,80I_ideal,success,10,-7.2,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,88Z_ideal,success,10,-7.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,8DZ_ideal,success,10,-6.5,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,8I2_ideal,failed,0,,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,8JC_ideal,success,10,-8.9,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,8PP_ideal,success,10,-6.8,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,8QW_ideal,success,10,-8.5,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,8RC_ideal,success,10,-7.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,8VP_ideal,success,10,-8.0,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,8X7_ideal,success,10,-7.7,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,8XJ_ideal,success,10,-9.2,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,919_ideal,success,10,-10.8,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,964_ideal,success,10,-6.7,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,96Q_ideal,success,10,-10.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,98I_ideal,success,10,-9.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,9AJ_ideal,success,10,-8.2,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,9B0_ideal,success,10,-6.7,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,9HO_ideal,success,10,-5.3,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,9IN_ideal,success,10,-6.8,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,9N6_ideal,success,10,-6.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,9SC_ideal,success,10,-8.7,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,9TP_ideal,success,10,-8.7,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A00_ideal,success,10,-7.5,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A1AAC_ideal,success,10,-9.2,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A1AF4_ideal,success,10,-9.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A1APA_ideal,success,10,-7.2,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A1AZ7_ideal,success,10,-7.5,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A1BLM_ideal,success,10,-10.0,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A1BPC_ideal,success,10,-8.3,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A1C3G_ideal,success,10,-9.3,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A1CB7_ideal,failed,0,,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A1CEA_ideal,success,10,-7.7,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A1D8M_ideal,success,10,-7.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A1D8Y_ideal,success,10,-10.3,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A1E_ideal,success,10,-7.7,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A1H3T_ideal,success,10,-8.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A1JMR_ideal,success,10,-8.8,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A1JS8_ideal,success,10,-9.2,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A1JSO_ideal,success,10,-7.9,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A1JSR_ideal,success,10,-8.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A1JTY_ideal,success,10,-6.8,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A1L66_ideal,failed,0,,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A1LVF_ideal,failed,0,,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A1LXP_ideal,success,10,-10.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A1LY1_ideal,success,10,-8.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A2E_ideal,success,10,-8.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A3D_ideal,success,10,-7.5,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A4I_ideal,failed,0,,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A4P_ideal,success,10,-8.8,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A6L_ideal,success,10,-6.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A86_ideal,success,10,-8.3,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,A8B_ideal,success,10,-7.2,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,AA2_ideal,success,10,-7.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,AAF_ideal,success,10,-7.2,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,AAO_ideal,success,10,-6.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,ABC_ideal,success,10,-6.3,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,ACG_ideal,success,10,-7.3,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,ACQ_ideal,success,10,-6.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,ADV_ideal,success,10,-7.5,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,AGA_ideal,success,10,-5.2,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,AGH_ideal,failed,0,,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,AH4_ideal,success,10,-9.0,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,AHZ_ideal,success,10,-7.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,AIK_ideal,success,10,-6.8,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,AK1_ideal,success,10,-8.3,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,AK2_ideal,success,10,-7.8,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,AK3_ideal,success,10,-8.5,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,AKA_ideal,success,10,-9.5,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,AOE_ideal,success,10,-7.3,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,AP5_ideal,success,10,-7.5,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,AP8_ideal,failed,0,,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,APX_ideal,success,10,-7.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,ARC_ideal,success,10,-6.9,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,ARE_ideal,success,10,-6.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,ARR_ideal,success,10,-7.5,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,AUR_ideal,success,10,-6.2,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,B18_ideal,success,10,-9.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,B32_ideal,success,10,-5.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,B3N_ideal,success,10,-6.3,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,B8L_ideal,success,10,-9.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,B96_ideal,success,10,-8.8,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,BA3_ideal,success,10,-7.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,BBZ_ideal,success,10,-9.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,BFF_ideal,success,10,-8.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,BH7_ideal,success,10,-6.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,BL5_ideal,success,10,-5.9,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,BLI_ideal,success,10,-7.7,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,BLM_ideal,failed,0,,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,BN2_ideal,success,10,-7.5,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,BN3_ideal,success,10,-7.3,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,BN4_ideal,success,10,-7.7,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,BN5_ideal,success,10,-7.9,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,BO9_ideal,success,10,-6.9,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,BR4_ideal,success,10,-7.8,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,BTX_ideal,success,10,-7.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,BUI_ideal,success,10,-6.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,BV1_ideal,failed,0,,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,BV2_ideal,failed,0,,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,BV3_ideal,failed,0,,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,BV4_ideal,failed,0,,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,BY6_ideal,failed,0,,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,C11_ideal,success,10,-6.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,C1D_ideal,success,10,-7.9,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,C1N_ideal,success,10,-6.9,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,C3S_ideal,success,10,-8.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,C41_ideal,success,10,-6.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,C87_ideal,success,10,-8.9,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,C8E_ideal,success,10,-5.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,C90_ideal,success,10,-8.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CA3_ideal,success,10,-7.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CA5_ideal,success,10,-8.0,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CAA_ideal,success,10,-6.5,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CAI_ideal,success,10,-5.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CAO_ideal,success,10,-6.3,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CBD_ideal,success,10,-9.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CBN_ideal,success,10,-8.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CBO_ideal,success,10,-8.0,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CC0_ideal,success,10,-7.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CCQ_ideal,success,10,-5.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CDA_ideal,success,10,-8.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CDB_ideal,success,10,-7.4,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CDD_ideal,success,10,-8.2,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CDL_ideal,failed,0,,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CDU_ideal,success,10,-6.7,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CG2_ideal,success,10,-7.2,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CHL_ideal,success,10,-7.8,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CIS_ideal,success,10,-4.9,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CLL_ideal,success,10,-6.5,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CM1_ideal,success,10,-6.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CM2_ideal,success,10,-6.8,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CM5_ideal,success,10,-6.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CNA_ideal,success,10,-8.0,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CND_ideal,success,10,-7.9,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CNS_ideal,success,10,-5.3,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CO8_ideal,success,10,-5.9,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,COA_ideal,success,10,-6.8,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,COD_ideal,success,10,-6.7,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,COF_ideal,success,10,-6.5,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,COS_ideal,success,10,-5.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,COT_ideal,success,10,-6.8,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CP0_ideal,success,10,-9.7,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CP4_ideal,success,10,-7.2,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CPJ_ideal,success,10,-7.7,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CPL_ideal,success,10,-5.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CPQ_ideal,success,10,-7.1,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,CYU_ideal,failed,0,,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,DAK_ideal,success,10,-6.9,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,DB8_ideal,success,10,-7.5,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,DCA_ideal,success,10,-7.6,24.65,/workspace/master_dev/docking_ready_meeko/docking
Orai1WT-MDSnap-Fr499_cleaned,DCC_ideal,success,10,-5.2,24.65,/workspace/master_dev/docking_ready_meeko/docking
